"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"558","Dell","13","15.1","4","8.9","9","22","0","NaN","6","14.6","3","14.3","1","6.7","2","33.3","1","33.3","0","NaN","6","20","5","14.7","1","7.1","1","12.5","4","26.7","1","9.1","0","0","2","11.8","5","22.7","1","10","1","5.9","2","11.1","1","14.3","9","20.5","0","NaN"
"559","HP","26","30.2","16","35.6","10","24.4","0","NaN","12","29.3","9","42.9","3","20","2","33.3","0","0","0","NaN","7","23.3","14","41.2","4","28.6","1","12.5","4","26.7","6","54.5","3","27.3","5","29.4","6","27.3","2","20","4","23.5","5","27.8","5","71.4","12","27.3","0","NaN"
"560","Asus","2","2.3","0","0","2","4.9","0","NaN","0","0","0","0","1","6.7","1","16.7","0","0","0","NaN","1","3.3","0","0","1","7.1","0","0","1","6.7","0","0","0","0","0","0","1","4.5","0","0","1","5.9","0","0","0","0","1","2.3","0","NaN"
"561","Lenovo","13","15.1","8","17.8","5","12.2","0","NaN","8","19.5","1","4.8","3","20","0","0","1","33.3","0","NaN","5","16.7","5","14.7","0","0","3","37.5","1","6.7","0","0","2","18.2","4","23.5","3","13.6","3","30","2","11.8","3","16.7","1","14.3","7","15.9","0","NaN"
"562","Acer","6","7","3","6.7","3","7.3","0","NaN","0","0","2","9.5","2","13.3","1","16.7","1","33.3","0","NaN","2","6.7","2","5.9","2","14.3","0","0","2","13.3","1","9.1","0","0","1","5.9","0","0","2","20","3","17.6","0","0","0","0","3","6.8","0","NaN"
"563","Toshiba","16","18.6","7","15.6","9","22","0","NaN","9","22","4","19","3","20","0","0","0","0","0","NaN","5","16.7","6","17.6","2","14.3","3","37.5","3","20","1","9.1","4","36.4","3","17.6","3","13.6","2","20","4","23.5","6","33.3","0","0","6","13.6","0","NaN"
"564","Mac /Apple","10","11.6","7","15.6","3","7.3","0","NaN","6","14.6","2","9.5","2","13.3","0","0","0","0","0","NaN","4","13.3","2","5.9","4","28.6","0","0","0","0","2","18.2","2","18.2","2","11.8","4","18.2","0","0","2","11.8","2","11.1","0","0","6","13.6","0","NaN"
"565","Otro (especificar)","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"566","Total","86","100","45","100","41","100","0","NaN","41","100","21","100","15","100","6","100","3","100","0","NaN","30","100","34","100","14","100","8","100","15","100","11","100","11","100","17","100","22","100","10","100","17","100","18","100","7","100","44","100","0","NaN"
"567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"568","P17f_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"569","P17_F_CELULAR_Es_resistente","619","55.5","289","52.5","330","58.5","0","NaN","130","62.2","117","53.2","139","52.9","144","57.6","89","51.4","0","NaN","120","49.8","237","57.5","159","56","103","57.9","82","34.6","85","47.5","114","71.7","105","57.4","100","56.5","133","73.9","228","53.1","176","57.9","58","62.4","157","54.3","0","NaN"
"570","P17_F_CELULAR_Barata","471","42.2","196","35.6","275","48.8","0","NaN","68","32.5","79","35.9","99","37.6","117","46.8","108","62.4","0","NaN","77","32","172","41.7","130","45.8","92","51.7","97","40.9","58","32.4","90","56.6","47","25.7","79","44.6","100","55.6","195","45.5","125","41.1","45","48.4","106","36.7","0","NaN"
"571","P17_F_CELULAR_Tiene_buena_resoluci_n_la_pant","577","51.7","297","53.9","280","49.6","0","NaN","134","64.1","123","55.9","142","54","118","47.2","60","34.7","0","NaN","133","55.2","214","51.9","150","52.8","80","44.9","97","40.9","96","53.6","103","64.8","101","55.2","78","44.1","102","56.7","211","49.2","166","54.6","43","46.2","157","54.3","0","NaN"
"572","P17_F_CELULAR_Toma_buenas_fotos","582","52.2","298","54.1","284","50.4","0","NaN","133","63.6","123","55.9","125","47.5","125","50","76","43.9","0","NaN","129","53.5","235","57","147","51.8","71","39.9","70","29.5","112","62.6","100","62.9","84","45.9","99","55.9","117","65","220","51.3","180","59.2","33","35.5","149","51.6","0","NaN"
"573","P17_F_CELULAR_Capacidad_de_almacenamiento","547","49.1","260","47.2","287","50.9","0","NaN","139","66.5","124","56.4","128","48.7","106","42.4","50","28.9","0","NaN","125","51.9","219","53.2","134","47.2","69","38.8","67","28.3","81","45.3","104","65.4","92","50.3","95","53.7","108","60","199","46.4","161","53","37","39.8","150","51.9","0","NaN"
"574","P17_F_CELULAR_Dise_o___color","435","39","217","39.4","218","38.7","0","NaN","112","53.6","92","41.8","96","36.5","86","34.4","49","28.3","0","NaN","93","38.6","171","41.5","113","39.8","58","32.6","81","34.2","54","30.2","50","31.4","74","40.4","59","33.3","117","65","166","38.7","126","41.4","39","41.9","104","36","0","NaN"
"575","P17_F_CELULAR_Tama_o_c_modo","405","36.3","193","35","212","37.6","0","NaN","94","45","74","33.6","104","39.5","78","31.2","55","31.8","0","NaN","74","30.7","143","34.7","119","41.9","69","38.8","37","15.6","48","26.8","90","56.6","69","37.7","48","27.1","113","62.8","157","36.6","116","38.2","29","31.2","103","35.6","0","NaN"
"576","P17_F_CELULAR_Otra__especificar","82","7.4","46","8.3","36","6.4","0","NaN","15","7.2","13","5.9","22","8.4","19","7.6","13","7.5","0","NaN","24","10","19","4.6","16","5.6","23","12.9","24","10.1","22","12.3","10","6.3","21","11.5","3","1.7","2","1.1","33","7.7","14","4.6","10","10.8","25","8.7","0","NaN"
"577","Total","1115","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"579","P17f_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"580","P17_F_TABLET_Es_resistente","13","41.9","7","41.2","6","42.9","0","NaN","8","61.5","2","28.6","0","0","3","50","0","NaN","0","NaN","2","20","5","41.7","5","83.3","1","33.3","2","20","0","NaN","0","0","2","66.7","7","63.6","2","40","6","66.7","3","50","1","33.3","3","23.1","0","NaN"
"581","P17_F_TABLET_Barata","9","29","6","35.3","3","21.4","0","NaN","4","30.8","1","14.3","1","20","3","50","0","NaN","0","NaN","2","20","4","33.3","2","33.3","1","33.3","3","30","0","NaN","0","0","0","0","3","27.3","3","60","4","44.4","1","16.7","1","33.3","3","23.1","0","NaN"
"582","P17_F_TABLET_Tiene_buena_resoluci_n_la_pant","14","45.2","5","29.4","9","64.3","0","NaN","5","38.5","4","57.1","1","20","4","66.7","0","NaN","0","NaN","4","40","6","50","2","33.3","2","66.7","5","50","0","NaN","2","100","2","66.7","3","27.3","2","40","5","55.6","2","33.3","1","33.3","6","46.2","0","NaN"
"583","P17_F_TABLET_Toma_buenas_fotos","11","35.5","3","17.6","8","57.1","0","NaN","8","61.5","2","28.6","0","0","1","16.7","0","NaN","0","NaN","2","20","6","50","2","33.3","1","33.3","1","10","0","NaN","2","100","2","66.7","6","54.5","0","0","5","55.6","1","16.7","1","33.3","4","30.8","0","NaN"
"584","P17_F_TABLET_Capacidad_de_almacenamiento","15","48.4","7","41.2","8","57.1","0","NaN","7","53.8","2","28.6","2","40","4","66.7","0","NaN","0","NaN","4","40","6","50","3","50","2","66.7","3","30","0","NaN","2","100","2","66.7","7","63.6","1","20","4","44.4","6","100","0","0","5","38.5","0","NaN"
"585","P17_F_TABLET_Dise_o___color","7","22.6","5","29.4","2","14.3","0","NaN","4","30.8","2","28.6","0","0","1","16.7","0","NaN","0","NaN","1","10","4","33.3","1","16.7","1","33.3","0","0","0","NaN","2","100","1","33.3","2","18.2","2","40","3","33.3","1","16.7","0","0","3","23.1","0","NaN"
"586","P17_F_TABLET_Tama_o_c_modo","9","29","5","29.4","4","28.6","0","NaN","4","30.8","4","57.1","0","0","1","16.7","0","NaN","0","NaN","1","10","4","33.3","3","50","1","33.3","2","20","0","NaN","1","50","2","66.7","2","18.2","2","40","4","44.4","2","33.3","0","0","3","23.1","0","NaN"
"587","P17_F_TABLET_Otra__especificar","4","12.9","2","11.8","2","14.3","0","NaN","2","15.4","0","0","2","40","0","0","0","NaN","0","NaN","4","40","0","0","0","0","0","0","3","30","0","NaN","0","0","1","33.3","0","0","0","0","0","0","0","0","0","0","4","30.8","0","NaN"
"588","Total","31","100","17","100","14","100","0","NaN","13","100","7","100","5","100","6","100","0","NaN","0","NaN","10","100","12","100","6","100","3","100","10","100","0","NaN","2","100","3","100","11","100","5","100","9","100","6","100","3","100","13","100","0","NaN"
"589",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"590","P17f_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"591","P17_F_COMPU_Es_resistente","53","61.6","30","66.7","23","56.1","0","NaN","27","65.9","14","66.7","9","60","1","16.7","2","66.7","0","NaN","17","56.7","20","58.8","10","71.4","6","75","4","26.7","7","63.6","4","36.4","14","82.4","16","72.7","8","80","10","58.8","14","77.8","5","71.4","24","54.5","0","NaN"
"592","P17_F_COMPU_Barata","28","32.6","11","24.4","17","41.5","0","NaN","14","34.1","5","23.8","5","33.3","2","33.3","2","66.7","0","NaN","10","33.3","11","32.4","6","42.9","1","12.5","2","13.3","6","54.5","6","54.5","1","5.9","9","40.9","4","40","7","41.2","7","38.9","4","57.1","10","22.7","0","NaN"
"593","P17_F_COMPU_Tiene_buena_resoluci_n_la_pant","50","58.1","25","55.6","25","61","0","NaN","25","61","13","61.9","8","53.3","3","50","1","33.3","0","NaN","15","50","24","70.6","6","42.9","5","62.5","3","20","5","45.5","10","90.9","14","82.4","12","54.5","6","60","10","58.8","11","61.1","5","71.4","24","54.5","0","NaN"
"594","P17_F_COMPU_Capacidad_de_almacenamiento","63","73.3","33","73.3","30","73.2","0","NaN","32","78","14","66.7","11","73.3","3","50","3","100","0","NaN","21","70","24","70.6","12","85.7","6","75","6","40","6","54.5","8","72.7","15","88.2","21","95.5","7","70","11","64.7","16","88.9","5","71.4","31","70.5","0","NaN"
"595","P17_F_COMPU_Dise_o___color","47","54.7","20","44.4","27","65.9","0","NaN","24","58.5","15","71.4","6","40","1","16.7","1","33.3","0","NaN","16","53.3","18","52.9","8","57.1","5","62.5","5","33.3","5","45.5","10","90.9","8","47.1","12","54.5","7","70","10","58.8","13","72.2","4","57.1","20","45.5","0","NaN"
"596","P17_F_COMPU_Tama_o_c_modo","38","44.2","20","44.4","18","43.9","0","NaN","19","46.3","11","52.4","5","33.3","1","16.7","2","66.7","0","NaN","10","33.3","15","44.1","9","64.3","4","50","2","13.3","5","45.5","6","54.5","10","58.8","8","36.4","7","70","10","58.8","10","55.6","3","42.9","15","34.1","0","NaN"
"597","P17_F_COMPU_Otra__especificar","7","8.1","4","8.9","3","7.3","0","NaN","3","7.3","0","0","2","13.3","2","33.3","0","0","0","NaN","4","13.3","2","5.9","0","0","1","12.5","4","26.7","0","0","2","18.2","1","5.9","0","0","0","0","1","5.9","1","5.6","0","0","5","11.4","0","NaN"
"598","Total","86","100","45","100","41","100","0","NaN","41","100","21","100","15","100","6","100","3","100","0","NaN","30","100","34","100","14","100","8","100","15","100","11","100","11","100","17","100","22","100","10","100","17","100","18","100","7","100","44","100","0","NaN"
"599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"600","P18_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"601","P18_CELULAR_Por_moda","174","15.6","88","16","86","15.2","0","NaN","42","20.1","36","16.4","44","16.7","39","15.6","13","7.5","0","NaN","53","22","78","18.9","32","11.3","11","6.2","13","5.5","15","8.4","45","28.3","12","6.6","63","35.6","26","14.4","54","12.6","46","15.1","11","11.8","63","21.8","0","NaN"
"602","P18_CELULAR_Ya_no_sirve","791","70.9","382","69.3","409","72.5","0","NaN","142","67.9","149","67.7","191","72.6","191","76.4","118","68.2","0","NaN","159","66","279","67.7","215","75.7","138","77.5","169","71.3","109","60.9","127","79.9","148","80.9","107","60.5","131","72.8","303","70.6","224","73.7","73","78.5","191","66.1","0","NaN"
"603","P18_CELULAR_Por_deterioro__Es_muy_viejo__a","547","49.1","276","50.1","271","48","0","NaN","111","53.1","132","60","131","49.8","103","41.2","70","40.5","0","NaN","121","50.2","211","51.2","130","45.8","85","47.8","117","49.4","82","45.8","88","55.3","111","60.7","66","37.3","83","46.1","201","46.9","143","47","43","46.2","160","55.4","0","NaN"
"604","P18_CELULAR_La_pantalla_no_se_ve_bien_est_","435","39","216","39.2","219","38.8","0","NaN","84","40.2","92","41.8","106","40.3","97","38.8","56","32.4","0","NaN","101","41.9","163","39.6","109","38.4","62","34.8","104","43.9","63","35.2","73","45.9","94","51.4","37","20.9","64","35.6","161","37.5","112","36.8","40","43","122","42.2","0","NaN"
"605","P18_CELULAR_No_tiene_tanta_capacidad_de_al","210","18.8","96","17.4","114","20.2","0","NaN","40","19.1","47","21.4","63","24","46","18.4","14","8.1","0","NaN","52","21.6","88","21.4","53","18.7","17","9.6","41","17.3","16","8.9","55","34.6","55","30.1","18","10.2","25","13.9","65","15.2","49","16.1","17","18.3","79","27.3","0","NaN"
"606","P18_CELULAR_Quiero_un_modelo_m_s_reciente_","310","27.8","167","30.3","143","25.4","0","NaN","76","36.4","59","26.8","86","32.7","58","23.2","31","17.9","0","NaN","92","38.2","125","30.3","66","23.2","27","15.2","68","28.7","41","22.9","61","38.4","55","30.1","53","29.9","32","17.8","104","24.2","74","24.3","23","24.7","109","37.7","0","NaN"
"607","P18_CELULAR_Otra__Especificar","13","1.2","8","1.5","5","0.9","0","NaN","2","1","1","0.5","5","1.9","3","1.2","2","1.2","0","NaN","2","0.8","2","0.5","3","1.1","6","3.4","3","1.3","2","1.1","2","1.3","1","0.5","4","2.3","1","0.6","7","1.6","4","1.3","1","1.1","1","0.3","0","NaN"
"608","P18_CELULAR_No_sabe___no_contest","8","0.7","4","0.7","4","0.7","0","NaN","0","0","1","0.5","1","0.4","4","1.6","2","1.2","0","NaN","1","0.4","6","1.5","1","0.4","0","0","4","1.7","0","0","0","0","1","0.5","2","1.1","1","0.6","3","0.7","0","0","2","2.2","3","1","0","NaN"
"609","Total","1115","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"611","P18_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"612","P18_TABLET_Por_moda","15","12.4","9","14.5","6","10.2","0","NaN","5","13.9","1","3.8","6","18.8","3","15.8","0","0","0","NaN","5","16.1","4","8.7","5","14.7","1","10","1","4.2","0","0","1","11.1","0","0","12","34.3","1","3.7","8","14.5","3","10.7","0","0","4","12.9","0","NaN"
"613","P18_TABLET_Ya_no_sirve","76","62.8","40","64.5","36","61","0","NaN","21","58.3","20","76.9","20","62.5","10","52.6","5","62.5","0","NaN","19","61.3","30","65.2","20","58.8","7","70","12","50","7","77.8","5","55.6","14","82.4","17","48.6","21","77.8","34","61.8","17","60.7","4","57.1","21","67.7","0","NaN"
"614","P18_TABLET_Por_deterioro__Es_muy_viejo__a","62","51.2","30","48.4","32","54.2","0","NaN","19","52.8","15","57.7","12","37.5","10","52.6","6","75","0","NaN","15","48.4","21","45.7","19","55.9","7","70","15","62.5","5","55.6","4","44.4","8","47.1","19","54.3","11","40.7","28","50.9","15","53.6","5","71.4","14","45.2","0","NaN"
"615","P18_TABLET_La_pantalla_no_se_ve_bien_est_","51","42.1","24","38.7","27","45.8","0","NaN","16","44.4","8","30.8","14","43.8","8","42.1","5","62.5","0","NaN","10","32.3","20","43.5","16","47.1","5","50","9","37.5","4","44.4","4","44.4","7","41.2","16","45.7","11","40.7","26","47.3","13","46.4","4","57.1","8","25.8","0","NaN"
"616","P18_TABLET_No_tiene_tanta_capacidad_de_al","22","18.2","8","12.9","14","23.7","0","NaN","9","25","4","15.4","4","12.5","4","21.1","1","12.5","0","NaN","3","9.7","7","15.2","9","26.5","3","30","6","25","0","0","3","33.3","6","35.3","7","20","0","0","14","25.5","4","14.3","1","14.3","3","9.7","0","NaN"
"617","P18_TABLET_Quiero_un_modelo_m_s_reciente_","19","15.7","6","9.7","13","22","0","NaN","10","27.8","1","3.8","5","15.6","2","10.5","1","12.5","0","NaN","6","19.4","7","15.2","4","11.8","2","20","4","16.7","2","22.2","1","11.1","4","23.5","7","20","1","3.7","8","14.5","3","10.7","1","14.3","7","22.6","0","NaN"
"618","P18_TABLET_Otra__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"619","P18_TABLET_No_sabe___no_contest","1","0.8","1","1.6","0","0","0","NaN","0","0","0","0","0","0","1","5.3","0","0","0","NaN","0","0","1","2.2","0","0","0","0","1","4.2","0","0","0","0","0","0","0","0","0","0","1","1.8","0","0","0","0","0","0","0","NaN"
"620","Total","121","100","62","100","59","100","0","NaN","36","100","26","100","32","100","19","100","8","100","0","NaN","31","100","46","100","34","100","10","100","24","100","9","100","9","100","17","100","35","100","27","100","55","100","28","100","7","100","31","100","0","NaN"
"621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"622","P18_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"623","P18_COMPU_Por_moda","23","9.5","12","10","11","9.1","0","NaN","10","10.1","3","5.5","5","10.4","4","14.3","1","9.1","0","NaN","7","10.9","6","7.4","6","9","4","13.8","1","1.8","0","0","1","3.4","1","2.1","14","33.3","6","16.7","10","10","6","14","2","12.5","5","6.1","0","NaN"
"624","P18_COMPU_Ya_no_sirve","161","66.8","75","62.5","86","71.1","0","NaN","69","69.7","40","72.7","30","62.5","18","64.3","4","36.4","0","NaN","42","65.6","53","65.4","47","70.1","19","65.5","38","66.7","24","82.8","22","75.9","35","72.9","15","35.7","27","75","64","64","27","62.8","12","75","58","70.7","0","NaN"
"625","P18_COMPU_Por_deterioro__Es_muy_viejo__a","125","51.9","58","48.3","67","55.4","0","NaN","53","53.5","29","52.7","22","45.8","16","57.1","5","45.5","0","NaN","35","54.7","47","58","30","44.8","13","44.8","34","59.6","8","27.6","7","24.1","32","66.7","23","54.8","21","58.3","45","45","26","60.5","6","37.5","48","58.5","0","NaN"
"626","P18_COMPU_La_pantalla_no_se_ve_bien_est_","86","35.7","37","30.8","49","40.5","0","NaN","43","43.4","16","29.1","13","27.1","9","32.1","5","45.5","0","NaN","23","35.9","32","39.5","20","29.9","11","37.9","24","42.1","3","10.3","12","41.4","21","43.8","13","31","13","36.1","30","30","19","44.2","2","12.5","35","42.7","0","NaN"
"627","P18_COMPU_No_tiene_tanta_capacidad_de_al","77","32","40","33.3","37","30.6","0","NaN","36","36.4","18","32.7","13","27.1","8","28.6","2","18.2","0","NaN","21","32.8","27","33.3","19","28.4","10","34.5","22","38.6","5","17.2","8","27.6","23","47.9","9","21.4","10","27.8","27","27","19","44.2","4","25","27","32.9","0","NaN"
