"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61","NA62","NA63","NA64","NA65","NA66","NA67","NA68","NA69","NA70","NA71","NA72","NA73","NA74","NA75"
"214","P16_CEL","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"215","P16_CELULAR_Es_del_trabajo","260","23.3","260","23.3","0","NaN","8","25.8","252","23.2","26","30.2","234","22.7","0","NaN","260","23.3","24","26.7","236","23","37","23.9","223","23.2","109","19.8","151","26.8","0","NaN","60","28.7","55","25","57","21.7","58","23.2","30","17.3","0","NaN","40","16.6","96","23.3","83","29.2","41","23","22","9.3","24","13.4","51","32.1","52","28.4","41","23.2","70","38.9","111","25.9","75","24.7","20","21.5","54","18.7","0","NaN"
"216","P16_CELULAR_Tengo_mis_secretos","211","18.9","211","18.9","0","NaN","7","22.6","204","18.8","17","19.8","194","18.9","0","NaN","211","18.9","17","18.9","194","18.9","23","14.8","188","19.6","113","20.5","98","17.4","0","NaN","42","20.1","38","17.3","53","20.2","47","18.8","31","17.9","0","NaN","64","26.6","90","21.8","45","15.8","12","6.7","37","15.6","24","13.4","46","28.9","22","12","58","32.8","24","13.3","54","12.6","61","20.1","20","21.5","76","26.3","0","NaN"
"217","P16_CELULAR_Tengo_mis_fotos","337","30.2","337","30.2","0","NaN","9","29","328","30.3","32","37.2","305","29.6","0","NaN","337","30.2","27","30","310","30.2","40","25.8","297","30.9","184","33.4","153","27.1","0","NaN","77","36.8","64","29.1","70","26.6","78","31.2","48","27.7","0","NaN","85","35.3","149","36.2","66","23.2","37","20.8","57","24.1","29","16.2","72","45.3","66","36.1","73","41.2","40","22.2","108","25.2","105","34.5","23","24.7","101","34.9","0","NaN"
"218","P16_CELULAR_Tengo_mis_mails","158","14.2","158","14.2","0","NaN","7","22.6","151","13.9","17","19.8","141","13.7","0","NaN","158","14.2","9","10","149","14.5","22","14.2","136","14.2","81","14.7","77","13.7","0","NaN","46","22","34","15.5","30","11.4","40","16","8","4.6","0","NaN","38","15.8","69","16.7","31","10.9","20","11.2","14","5.9","14","7.8","40","25.2","34","18.6","23","13","33","18.3","45","10.5","45","14.8","17","18.3","51","17.6","0","NaN"
"219","P16_CELULAR_Nadie_de_mi_casa_sabe_usarlo","50","4.5","50","4.5","0","NaN","3","9.7","47","4.3","8","9.3","42","4.1","0","NaN","50","4.5","1","1.1","49","4.8","5","3.2","45","4.7","27","4.9","23","4.1","0","NaN","10","4.8","7","3.2","15","5.7","16","6.4","2","1.2","0","NaN","13","5.4","22","5.3","6","2.1","9","5.1","0","0","4","2.2","5","3.1","14","7.7","8","4.5","19","10.6","9","2.1","14","4.6","10","10.8","17","5.9","0","NaN"
"220","P16_CELULAR_Es_personal","970","87","970","87","0","NaN","24","77.4","946","87.3","78","90.7","892","86.7","0","NaN","970","87","80","88.9","890","86.8","138","89","832","86.7","485","88","485","86","0","NaN","188","90","184","83.6","231","87.8","215","86","152","87.9","0","NaN","212","88","365","88.6","240","84.5","153","86","231","97.5","151","84.4","145","91.2","151","82.5","153","86.4","139","77.2","376","87.6","255","83.9","83","89.2","256","88.6","0","NaN"
"221","P16_CELULAR_Otro__Especificar","49","4.4","49","4.4","0","NaN","0","0","49","4.5","5","5.8","44","4.3","0","NaN","49","4.4","2","2.2","47","4.6","4","2.6","45","4.7","29","5.3","20","3.5","0","NaN","9","4.3","11","5","14","5.3","8","3.2","7","4","0","NaN","15","6.2","16","3.9","9","3.2","9","5.1","9","3.8","14","7.8","2","1.3","20","10.9","4","2.3","0","0","15","3.5","12","3.9","5","5.4","17","5.9","0","NaN"
"222","Total","1115","100","1115","100","0","NaN","31","100","1084","100","86","100","1029","100","0","NaN","1115","100","90","100","1025","100","155","100","960","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"224","P16_TABLET","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"225","P16_TABLETA_Es_del_trabajo","13","29.5","8","25.8","5","38.5","13","29.5","0","NaN","1","9.1","12","36.4","0","NaN","13","29.5","0","NaN","13","29.5","2","28.6","11","29.7","9","37.5","4","20","0","NaN","5","35.7","3","27.3","2","25","3","27.3","0","NaN","0","NaN","1","7.7","6","35.3","4","40","2","50","1","8.3","0","0","4","50","2","40","3","25","3","50","5","35.7","5","50","1","25","2","12.5","0","NaN"
"226","P16_TABLETA_Tengo_mis_secretos","10","22.7","7","22.6","3","23.1","10","22.7","0","NaN","3","27.3","7","21.2","0","NaN","10","22.7","0","NaN","10","22.7","2","28.6","8","21.6","6","25","4","20","0","NaN","4","28.6","2","18.2","2","25","2","18.2","0","NaN","0","NaN","2","15.4","4","23.5","3","30","1","25","3","25","0","0","2","25","0","0","3","25","2","33.3","2","14.3","2","20","2","50","4","25","0","NaN"
"227","P16_TABLETA_Tengo_mis_fotos","18","40.9","10","32.3","8","61.5","18","40.9","0","NaN","3","27.3","15","45.5","0","NaN","18","40.9","0","NaN","18","40.9","5","71.4","13","35.1","12","50","6","30","0","NaN","6","42.9","5","45.5","2","25","5","45.5","0","NaN","0","NaN","1","7.7","8","47.1","7","70","2","50","4","33.3","0","0","5","62.5","3","60","3","25","3","50","10","71.4","3","30","1","25","4","25","0","NaN"
"228","P16_TABLETA_Tengo_mis_mails","13","29.5","8","25.8","5","38.5","13","29.5","0","NaN","2","18.2","11","33.3","0","NaN","13","29.5","0","NaN","13","29.5","3","42.9","10","27","8","33.3","5","25","0","NaN","4","28.6","4","36.4","3","37.5","2","18.2","0","NaN","0","NaN","1","7.7","5","29.4","5","50","2","50","1","8.3","0","0","3","37.5","3","60","3","25","3","50","6","42.9","4","40","0","0","3","18.8","0","NaN"
"229","P16_TABLETA_Nadie_de_mi_casa_sabe_usarlo","7","15.9","5","16.1","2","15.4","7","15.9","0","NaN","3","27.3","4","12.1","0","NaN","7","15.9","0","NaN","7","15.9","0","0","7","18.9","4","16.7","3","15","0","NaN","2","14.3","1","9.1","4","50","0","0","0","NaN","0","NaN","2","15.4","3","17.6","1","10","1","25","0","0","1","100","1","12.5","1","20","3","25","1","16.7","1","7.1","2","20","1","25","3","18.8","0","NaN"
"230","P16_TABLETA_Es_personal","34","77.3","25","80.6","9","69.2","34","77.3","0","NaN","9","81.8","25","75.8","0","NaN","34","77.3","0","NaN","34","77.3","6","85.7","28","75.7","17","70.8","17","85","0","NaN","13","92.9","8","72.7","6","75","7","63.6","0","NaN","0","NaN","9","69.2","13","76.5","8","80","4","100","9","75","1","100","6","75","3","60","12","100","3","50","13","92.9","8","80","3","75","10","62.5","0","NaN"
"231","P16_TABLETA_Otro__Especificar","1","2.3","1","3.2","0","0","1","2.3","0","NaN","0","0","1","3","0","NaN","1","2.3","0","NaN","1","2.3","0","0","1","2.7","1","4.2","0","0","0","NaN","0","0","0","0","0","0","1","9.1","0","NaN","0","NaN","1","7.7","0","0","0","0","0","0","1","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6.2","0","NaN"
"232","Total","44","100","31","100","13","100","44","100","0","NaN","11","100","33","100","0","NaN","44","100","0","NaN","44","100","7","100","37","100","24","100","20","100","0","NaN","14","100","11","100","8","100","11","100","0","NaN","0","NaN","13","100","17","100","10","100","4","100","12","100","1","100","8","100","5","100","12","100","6","100","14","100","10","100","4","100","16","100","0","NaN"
"233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"234","P16_COMPU","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"235","P16_COMPU_Es_del_trabajo","49","45.8","41","47.7","8","38.1","3","27.3","46","47.9","49","45.8","0","NaN","1","50","48","45.7","5","62.5","44","44.4","0","NaN","49","45.8","25","44.6","24","47.1","0","NaN","23","51.1","10","37","10","52.6","4","33.3","2","50","0","NaN","13","35.1","20","47.6","9","52.9","7","63.6","5","29.4","6","35.3","8","47.1","16","84.2","8","29.6","6","60","13","56.5","10","45.5","3","25","23","46","0","NaN"
"236","P16_COMPU_Tengo_mis_secretos","23","21.5","20","23.3","3","14.3","2","18.2","21","21.9","23","21.5","0","NaN","1","50","22","21","1","12.5","22","22.2","0","NaN","23","21.5","12","21.4","11","21.6","0","NaN","15","33.3","2","7.4","1","5.3","3","25","2","50","0","NaN","9","24.3","11","26.2","1","5.9","2","18.2","3","17.6","0","0","2","11.8","6","31.6","9","33.3","3","30","1","4.3","5","22.7","2","16.7","15","30","0","NaN"
"237","P16_COMPU_Tengo_mis_fotos","30","28","25","29.1","5","23.8","2","18.2","28","29.2","30","28","0","NaN","2","100","28","26.7","3","37.5","27","27.3","0","NaN","30","28","19","33.9","11","21.6","0","NaN","16","35.6","6","22.2","2","10.5","4","33.3","2","50","0","NaN","8","21.6","14","33.3","4","23.5","4","36.4","2","11.8","0","0","3","17.6","10","52.6","12","44.4","3","30","5","21.7","9","40.9","2","16.7","14","28","0","NaN"
"238","P16_COMPU_Tengo_mis_mails","40","37.4","33","38.4","7","33.3","2","18.2","38","39.6","40","37.4","0","NaN","1","50","39","37.1","2","25","38","38.4","0","NaN","40","37.4","24","42.9","16","31.4","0","NaN","22","48.9","7","25.9","6","31.6","5","41.7","0","0","0","NaN","13","35.1","15","35.7","5","29.4","7","63.6","2","11.8","3","17.6","9","52.9","14","73.7","9","33.3","3","30","9","39.1","8","36.4","2","16.7","21","42","0","NaN"
"239","P16_COMPU_Nadie_de_mi_casa_sabe_usarlo","15","14","13","15.1","2","9.5","2","18.2","13","13.5","15","14","0","NaN","1","50","14","13.3","0","0","15","15.2","0","NaN","15","14","10","17.9","5","9.8","0","NaN","5","11.1","3","11.1","4","21.1","3","25","0","0","0","NaN","8","21.6","5","11.9","1","5.9","1","9.1","1","5.9","1","5.9","1","5.9","5","26.3","3","11.1","4","40","1","4.3","1","4.5","5","41.7","8","16","0","NaN"
"240","P16_COMPU_Es_personal","84","78.5","68","79.1","16","76.2","9","81.8","75","78.1","84","78.5","0","NaN","2","100","82","78.1","7","87.5","77","77.8","0","NaN","84","78.5","42","75","42","82.4","0","NaN","36","80","20","74.1","13","68.4","11","91.7","4","100","0","NaN","27","73","34","81","15","88.2","8","72.7","13","76.5","13","76.5","13","76.5","14","73.7","25","92.6","6","60","18","78.3","19","86.4","8","66.7","39","78","0","NaN"
"241","P16_COMPU_Otro__Especificar","7","6.5","6","7","1","4.8","0","0","7","7.3","7","6.5","0","NaN","0","0","7","6.7","0","0","7","7.1","0","NaN","7","6.5","3","5.4","4","7.8","0","NaN","5","11.1","1","3.7","0","0","1","8.3","0","0","0","NaN","5","13.5","1","2.4","0","0","1","9.1","1","5.9","0","0","4","23.5","2","10.5","0","0","0","0","0","0","1","4.5","1","8.3","5","10","0","NaN"
"242","Total","107","100","86","100","21","100","11","100","96","100","107","100","0","NaN","2","100","105","100","8","100","99","100","0","NaN","107","100","56","100","51","100","0","NaN","45","100","27","100","19","100","12","100","4","100","0","NaN","37","100","42","100","17","100","11","100","17","100","17","100","17","100","19","100","27","100","10","100","23","100","22","100","12","100","50","100","0","NaN"
"243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"244","P16a_CEL","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"245","Muy indispensable","447","40.1","447","40.1","0","NaN","17","54.8","430","39.7","58","67.4","389","37.8","0","NaN","447","40.1","45","50","402","39.2","77","49.7","370","38.5","221","40.1","226","40.1","0","NaN","102","48.8","107","48.6","96","36.5","84","33.6","58","33.5","0","NaN","120","49.8","179","43.4","101","35.6","47","26.4","81","34.2","57","31.8","34","21.4","83","45.4","82","46.3","110","61.1","164","38.2","110","36.2","32","34.4","141","48.8","0","NaN"
"246","Indispensable","476","42.7","476","42.7","0","NaN","11","35.5","465","42.9","23","26.7","453","44","0","NaN","476","42.7","38","42.2","438","42.7","67","43.2","409","42.6","250","45.4","226","40.1","0","NaN","80","38.3","86","39.1","123","46.8","114","45.6","73","42.2","0","NaN","96","39.8","174","42.2","128","45.1","78","43.8","111","46.8","82","45.8","84","52.8","75","41","71","40.1","53","29.4","196","45.7","142","46.7","30","32.3","108","37.4","0","NaN"
"247","Da igual","121","10.9","121","10.9","0","NaN","2","6.5","119","11","4","4.7","117","11.4","0","NaN","121","10.9","6","6.7","115","11.2","7","4.5","114","11.9","48","8.7","73","12.9","0","NaN","11","5.3","17","7.7","31","11.8","34","13.6","28","16.2","0","NaN","17","7.1","42","10.2","34","12","28","15.7","30","12.7","18","10.1","26","16.4","9","4.9","23","13","15","8.3","48","11.2","35","11.5","17","18.3","21","7.3","0","NaN"
"248","Poco indispensable","58","5.2","58","5.2","0","NaN","1","3.2","57","5.3","1","1.2","57","5.5","0","NaN","58","5.2","1","1.1","57","5.6","4","2.6","54","5.6","28","5.1","30","5.3","0","NaN","14","6.7","10","4.5","11","4.2","14","5.6","9","5.2","0","NaN","7","2.9","17","4.1","16","5.6","18","10.1","14","5.9","14","7.8","12","7.5","15","8.2","1","0.6","2","1.1","18","4.2","13","4.3","10","10.8","17","5.9","0","NaN"
"249","Nada indispensable","13","1.2","13","1.2","0","NaN","0","0","13","1.2","0","0","13","1.3","0","NaN","13","1.2","0","0","13","1.3","0","0","13","1.4","4","0.7","9","1.6","0","NaN","2","1","0","0","2","0.8","4","1.6","5","2.9","0","NaN","1","0.4","0","0","5","1.8","7","3.9","1","0.4","8","4.5","3","1.9","1","0.5","0","0","0","0","3","0.7","4","1.3","4","4.3","2","0.7","0","NaN"
"250","Total","1115","100","1115","100","0","NaN","31","100","1084","100","86","100","1029","100","0","NaN","1115","100","90","100","1025","100","155","100","960","100","551","100","564","100","0","NaN","209","100","220","100","263","100","250","100","173","100","0","NaN","241","100","412","100","284","100","178","100","237","100","179","100","159","100","183","100","177","100","180","100","429","100","304","100","93","100","289","100","0","NaN"
"251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"252","P16a_TABLET","Total_Total_f","Total_Total_pct","P15_Celular_TRUE_f","P15_Celular_TRUE_pct","P15_Celular_FALSE_f","P15_Celular_FALSE_pct","P15_Tablet___Ipad_TRUE_f","P15_Tablet___Ipad_TRUE_pct","P15_Tablet___Ipad_FALSE_f","P15_Tablet___Ipad_FALSE_pct","P15_Computadora__Lap_Top_TRUE_f","P15_Computadora__Lap_Top_TRUE_pct","P15_Computadora__Lap_Top_FALSE_f","P15_Computadora__Lap_Top_FALSE_pct","P15_1_Celular_TRUE_f","P15_1_Celular_TRUE_pct","P15_1_Celular_FALSE_f","P15_1_Celular_FALSE_pct","P15_1_Tablet___Ipad_TRUE_f","P15_1_Tablet___Ipad_TRUE_pct","P15_1_Tablet___Ipad_FALSE_f","P15_1_Tablet___Ipad_FALSE_pct","P15_1_Computadora__Lap_Top_TRUE_f","P15_1_Computadora__Lap_Top_TRUE_pct","P15_1_Computadora__Lap_Top_FALSE_f","P15_1_Computadora__Lap_Top_FALSE_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"253","Muy indispensable","11","25","8","25.8","3","23.1","11","25","0","NaN","3","27.3","8","24.2","0","NaN","11","25","0","NaN","11","25","3","42.9","8","21.6","3","12.5","8","40","0","NaN","6","42.9","1","9.1","0","0","4","36.4","0","NaN","0","NaN","3","23.1","4","23.5","3","30","1","25","3","25","0","0","1","12.5","3","60","2","16.7","2","33.3","3","21.4","3","30","1","25","4","25","0","NaN"
"254","Indispensable","18","40.9","14","45.2","4","30.8","18","40.9","0","NaN","5","45.5","13","39.4","0","NaN","18","40.9","0","NaN","18","40.9","2","28.6","16","43.2","12","50","6","30","0","NaN","4","28.6","6","54.5","4","50","4","36.4","0","NaN","0","NaN","7","53.8","5","29.4","4","40","2","50","5","41.7","1","100","1","12.5","2","40","8","66.7","1","16.7","5","35.7","4","40","1","25","8","50","0","NaN"
